aluminium	ammonia	arsenic	barium	cadmium	chloramine	chromium	copper	fluoride	bacteria	viruses	lead	nitrates	nitrites	mercury	perchlorate	radium	selenium	silver	uranium	is_safe
0.04	19.5	0.09	0.24	0	0.04	0.02	1.86	0.86	0	0.005	0.197	14.52	0.84	0.001	0.43	3.92	0.08	0.01	0.07	0
3.11	17.7	0.001	3.35	0.001	1.4	0.29	1.38	1.48	0	0	0.08	17.96	1.98	0.002	28.45	3.93	0.07	0.31	0.08	0
0	4.48	0.05	2.22	0.006	5.61	0.09	1.69	0.11	0.47	0.008	0.058	8.1	1.77	0.001	20.38	7.51	0	0.19	0.09	0
0.1	25.78	0.03	0.97	0.07	0.08	0.1	0.03	1.31	0	0.57	0.109	6.07	0.36	0.007	0.94	0.99	0.05	0.06	0.02	0
0	22.07	0.02	0.06	0.01	0.1	0.05	0.24	0.66	0.09	0.008	0.17	16.17	1.51	0.006	1.05	0.97	0.02	0.04	0.02	0
0.01	8.01	0.05	0.79	0.06	0.17	0.03	0.06	0.74	0.05	0.003	0.075	4.43	0.37	0.003	5.17	6.68	0.05	0.06	0	0
0.08	5.18	0.08	0.05	0.07	0.22	0.04	0.05	1.37	0	0	0.151	8.5	1.26	0	2.33	1.86	0.07	0.06	0.03	0
0.02	23.24	0.16	3.91	0.05	2.68	0.46	0.4	0.88	0.59	0.59	0.118	7.09	2.16	0.003	36.48	1.75	0.02	0.23	0.06	0
0.09	18.84	0.05	0.75	0.08	0.03	0.09	1.85	1.43	0.68	0.68	0.089	4.43	1.15	0.004	0.37	0.09	0.03	0.04	0.04	0
0	16.87	0.06	1.14	0.04	0.06	0.07	1.89	1.05	0.83	0.83	0.184	1.31	1.54	0.001	10.02	0.81	0.07	0.07	0.07	0
0.07	7.13	0.73	2.18	0.07	3.8	0.26	1.86	0.42	0.15	0.003	0.115	6.28	2.55	0.005	32.94	6.36	0.06	0.27	0.06	0
0.07	3.62	0.1	0.82	0.03	0.04	0.08	0.06	0.13	0	0.97	0.17	11.6	0.28	0.006	1.86	0.24	0.06	0.01	0.08	0
0.09	23.97	0.03	0.62	0.08	0.01	0.08	0.06	0.01	0	0	0.006	1.55	1.36	0.01	0.32	6.59	0.04	0.08	0.08	0
0.04	16.44	0.1	0.01	0.1	0.28	0.07	1.94	0.63	0	0.75	0.109	9.37	0.55	0.008	0.76	0.59	0.02	0.01	0.02	0
0.05	7.51	0.07	0.98	0	0.54	0.01	0.36	0.45	0	0.79	0.198	8.02	0.37	0.008	4.16	0.13	0	0.06	0.06	0
0.05	0.59	0.06	0.74	0	0.1	0.06	1.52	0.76	0.57	0.57	0.155	8.45	1.96	0.002	0.38	2.37	0.1	0.05	0.08	0
0.06	9.47	0.01	3.49	0.001	3.23	0.07	0.86	1.29	0.39	0.005	0.016	11.34	1.39	0.008	30.21	6.62	0.01	0.43	0.04	0
0.04	20.09	1.02	3.73	0.07	5.41	0.86	1.94	0.8	0.32	0.004	0.124	13.2	1.56	0.01	28.11	1.51	0.01	0.27	0.04	0
4.74	16.52	0.44	2.12	0.04	5.76	0.16	0.36	0.55	0	0.005	0.19	0.18	2.34	0.007	29.15	3.71	0.06	0.13	0.04	0
0.01	24.71	0.01	0	0.08	0.06	0.01	0.09	0.59	0	0.61	0.04	18.49	0.11	0.01	2.94	0.88	0.03	0.04	0.02	0
2.16	28.72	0.14	1.09	0.01	6.51	0.41	0.13	0.82	0	0	0.088	16.7	2.04	0	30.1	2.48	0.05	0.1	0.02	1
2.11	15.06	0.33	3.47	0.07	2.25	0.48	0.75	0.09	0	0.84	0.183	11.75	2.07	0.001	14.96	3.6	0.03	0.42	0.05	0
3.19	19.64	0.04	3.8	0.006	6.66	0.6	0.79	0.32	0.64	0.64	0.044	0.23	1.34	0.001	21.92	7.8	0.08	0.16	0.05	1
0.01	13.3	0.07	0.03	0.06	0.1	0.09	1.54	0.64	0.26	0.006	0.2	14.45	1.87	0.003	0.25	1.17	0.09	0.06	0.04	0
2.11	28.82	0.03	0.7	0.002	6.29	0.41	0.13	0.82	0.48	0.008	0.088	15.94	1.86	0	27.45	2.48	0.05	0.1	0.02	0
0.01	10.92	0	1.33	0.04	0.02	0.04	1.02	1.34	0	0.62	0.062	17.33	0.17	0.006	1.15	0.13	0.02	0.06	0.06	0
0.01	0.4	0.001	2.15	0.008	7.18	0.11	0.53	1.05	0.38	0.003	0.076	11.5	1.32	0.01	6.7	5.65	0.07	0.38	0.05	0
0.01	26.26	0.09	1.52	0.04	0.03	0.06	1.57	0.11	0.52	0.52	0.018	7.49	1.95	0.001	0.45	0.15	0.08	0.06	0.05	0
4.09	0.88	0.46	1.71	0.05	4.85	0.24	1.66	0.64	0	0	0.124	13.18	1.3	0.007	32.6	3.65	0.05	0.37	0.02	0
0.08	0.41	0.57	2.66	0.08	1.17	0.33	0.06	1.49	0.15	0.001	0.001	10.11	1.85	0.007	53.45	2.54	0.04	0.5	0.09	0
0.01	0.62	0.1	0.3	0.03	0.13	0.01	0.53	1.05	0.38	0.003	0.076	12.23	0.69	0.01	2.58	0.13	0.07	0.04	0.05	0
4.05	24.04	0.001	3.74	0.005	5.24	0.61	1.33	0.18	0.81	0.81	0.041	15.78	1.81	0.01	14.78	1.29	0	0.44	0.07	1
0.07	23.53	0.02	1.66	0.02	0.4	0	1.56	0.21	0.73	0.73	0.111	4.7	0.73	0.001	0.96	0.66	0.09	0.06	0.04	0
0.06	0.21	0.09	0.37	0.04	0.01	0	0.7	0.57	0	0.005	0.065	15.86	0.83	0.008	3.14	4.98	0.03	0.04	0.03	0
0.03	2.53	0.08	0.47	0.04	0.38	0.08	0.1	0.46	0.22	0.001	0.165	6.02	1.28	0.002	0.05	0.52	0.05	0.07	0.06	0
0.36	29.21	0.16	2.38	0.07	7.42	0.89	0.34	0.61	0.98	0.98	0.076	0.68	1.27	0.003	6.18	2.95	0.04	0.02	0.05	0
0.1	6.52	0.08	0.45	0.03	0.1	0.04	0.07	1.26	0.03	0.003	0.079	8.69	0.34	0.004	7.05	0.57	0.01	0.02	0.09	0
0.04	0.43	0.08	1.2	0.04	0.01	0.02	0.69	1.35	0.04	0	0.139	1.72	0.91	0.006	2.05	0.36	0.04	0.09	0.07	0
0.01	28.33	0.09	1.97	0.01	0.05	0	1.09	0	0	0.8	0.091	17.89	0.48	0.001	8.3	0.83	0.09	0.03	0	0
3.97	7.47	0.001	2.26	0.001	3.41	0.43	1.22	0.33	0.23	0.001	0.151	1.67	1.8	0	53.36	2.61	0.1	0.38	0.02	1
0.06	0.74	0.06	0.81	0	0.17	0.04	0.15	1.1	0	0	0.194	4.74	1.58	0	0.16	3.1	0.05	0.02	0.02	0
0.01	24.9	0.04	0.05	0.04	0.32	0.1	0.01	0.79	0	0.001	0.147	0.83	0.6	0.006	2.35	0.99	0.02	0.04	0.06	1
0.07	16.83	0.03	3.51	0.002	4.73	0.41	0.66	0.4	0.25	0.003	0.144	7.36	1.56	0.01	56.08	2.73	0.09	0.45	0.04	0
0.05	0.69	0.01	0.69	0.02	0.02	0.04	1.78	1.17	0.28	0.002	0.035	1.17	0.76	0.009	3.59	0.85	0	0	0.02	0
0.43	26.42	0.03	0.45	0.002	7.12	0.25	1.4	0.07	0.74	0.74	0.145	15.12	1.17	0.003	4.14	2.63	0.08	0.22	0.06	1
0.05	25.19	0.07	0.13	0.1	0.09	0	0.03	0.63	0	0.91	0.139	6.11	0.71	0.007	1.7	1.93	0.05	0.08	0.06	0
2.51	24.22	0.69	2.2	0.1	1.46	0.06	0.68	0.01	0.95	0.95	0.006	1.59	1.58	0.01	38.59	6.59	0.04	0.46	0.08	0
0.09	5.61	0.05	0.01	0.04	0.02	0.05	0.03	0.94	0	0	0.042	2.59	1.46	0.008	0.31	1.71	0.05	0.09	0.02	0
0.08	23.13	0.04	0.12	0.006	3.67	0.29	0.98	0.27	0.2	0.005	0.012	8.32	1.02	0.004	24.98	0.74	0.07	0.45	0.08	0
0.03	0.48	0	1.15	0.07	0.46	0.05	1.63	0.57	0.68	0.68	0.151	12.31	1.07	0.009	1.95	0.4	0.1	0.01	0.03	0
0.19	13.45	0.35	3.5	0.1	3.13	0.32	0.04	0.55	0.58	0.58	0.127	2.75	1.99	0.004	56.94	6.52	0.03	0.47	0.01	0
0.06	3.53	0.07	0.04	0.02	0.04	0.06	0.05	1.38	0	0	0.033	8.39	1.84	0.007	0.21	2.42	0.09	0.02	0.02	0
2.73	8.92	0.59	4.09	0.06	0.45	0.09	0.54	0.14	0	0	0.069	8.76	2	0.007	17.15	2.91	0.08	0.43	0.09	0
0.05	17.25	0.04	3.51	0.001	2.34	0.79	1.72	0.73	0.81	0.81	0.155	10.32	1.86	0.001	40.75	4.73	0.07	0.49	0.09	0
2.74	16.69	0.02	1.4	0.001	1.35	0.57	1.43	1.39	0	0	0.118	5.46	1.76	0.001	24.43	1.42	0.04	0.05	0.07	1
4.78	12.14	0.92	1.49	0.02	3.38	0.37	1.33	1.08	0	0.005	0.093	4.82	2.12	0.001	50.47	6.81	0.02	0.31	0.01	0
0.18	27.39	0.01	3.65	0.008	2.95	0.47	0.54	0.79	0.89	0.89	0.07	14.66	1.95	0.005	41.04	0.97	0.06	0.4	0.08	0
0.15	6.81	0.01	0.85	0.006	2.55	0.25	1.09	1.35	0.16	0.002	0.031	16.99	1.7	0.007	44.76	1.15	0.08	0.26	0.08	0
4.85	2.88	0.95	1.97	0.04	3.33	0.11	1.53	1.3	0.93	0.93	0.075	12.67	1.8	0.008	16.36	4.37	0.05	0.22	0.05	0
0.08	26.13	0.29	3.41	0.11	3.77	0.32	0	1.16	0.43	0.009	0.001	12.89	1.7	0.005	58.23	6.05	0.07	0.36	0.08	0
0.02	7.85	0.09	0.02	0.01	0.39	0.03	0.01	0.8	0.93	0	0.174	16.98	1.46	0.006	4.3	6.87	0.05	0.01	0.07	0
0.06	10.77	0.09	0.2	0.09	0.04	0.05	1.63	0.75	0.95	0.95	0.162	14.05	1.22	0.001	0.33	0.65	0.06	0.09	0.05	0
1.25	0.59	0.51	2.98	0.01	3.42	0.5	1.3	1.06	0.55	0.55	0.1	4.32	1.86	0.007	9.26	6.06	0.02	0.48	0.04	0
0.01	6.6	0.43	3.41	0.1	2.83	0.25	0.07	0.53	0.62	0.62	0.188	5.5	2.02	0.009	14.49	7.9	0.07	0.13	0.08	0
0.4	21.19	0.6	0.66	0.07	4.9	0.51	0.01	1.1	0	0.89	0.142	17.48	1.44	0.006	36.48	1.36	0	0.41	0.08	0
4.18	14	0.03	0.59	0.002	2.2	0.29	0.99	0.31	0.01	0.007	0.19	10.63	1.28	0.003	5.87	3.41	0.04	0.09	0.04	1
0.08	25.25	0.03	0.84	0.03	0.24	0.05	0.46	1.41	0.08	0.006	0.049	9.99	1.47	0.006	2.42	3.14	0.03	0.04	0	0
0	12.9	0.08	0.02	0.09	0.06	0.1	1.74	0.52	0.2	0.003	0.105	3.1	1.28	0.009	1.49	2.94	0.01	0.04	0.07	0
0.05	25.67	0	1.81	0.05	0.64	0.1	0.09	0.5	0.09	0.006	0.18	3.63	0.58	0.001	5.45	0.11	0.08	0.1	0.07	0
0.07	2	0.07	0.65	0.08	0.04	0.03	1.19	0.26	0	0	0.034	17.64	1.71	0.004	3.86	1.43	0.04	0.05	0.06	0
0.18	20.46	0.04	0.27	0.005	5.41	0.61	1.93	0.02	0.49	0.007	0.194	11.49	1.05	0.008	46.83	1.5	0.06	0.21	0.02	0
0.07	23.77	0.54	3.15	0.06	5.54	0.58	0.08	0.21	0.73	0.73	0.111	4.81	2.56	0.001	51.01	7.92	0.09	0.29	0.04	0
3.42	2.4	0.001	2.8	0.003	2.87	0.73	0.27	0.53	0.44	0.002	0.11	13.73	1.69	0.009	55.27	3.29	0.04	0.17	0	0
0.26	19.64	0.76	3.63	0.07	6.04	0.78	0.08	0.29	0.02	0.007	0.001	13.51	1.86	0.007	17.73	1.27	0.05	0.11	0.06	0
0.09	2.83	0.01	0.36	0.04	0.01	0.08	0.86	1.3	0.89	0.89	0.02	10.4	1.9	0.004	11.31	3.08	0.05	0.06	0.06	0
0.03	29.15	0.001	3.89	0.001	4.07	0.83	0.26	0.16	0.91	0.91	0.176	6.38	1.2	0.009	38.6	3.22	0.05	0.06	0.09	0
2.5	27.79	0.35	3.85	0.07	3.48	0.77	1.99	0.22	0	0	0.085	3.7	2.02	0.008	36.4	2.35	0.09	0.09	0.03	0
0.06	18.04	0.01	0.69	0.004	1.49	0.86	1.44	1.42	0.31	0.007	0.177	0.19	1.2	0.002	37.89	4.95	0.06	0.07	0.06	0
0.35	21.29	0.02	0.25	0.004	4.57	0.51	0.01	1.1	0.89	0.89	0.142	17.18	1.31	0.006	11.39	1.36	0	0.41	0.08	1
0.03	0.66	0.08	0.97	0.03	0.05	0.08	0.34	0.14	0.06	0.004	0.086	14.89	1.21	0	0.02	2.38	0.01	0.08	0.06	0
0.13	18.64	0.04	1.31	0.003	5.47	0.04	1.97	0.59	0.18	0.007	0.169	5.03	1.84	0.004	38.49	7.12	0.07	0.28	0.01	0
0.06	3.08	0.05	0.43	0.05	0.36	0.06	0.6	1.29	0.04	0.008	0.145	9.16	1.42	0.006	1.5	4.76	0.05	0.05	0.06	0
0.17	21.53	0.8	1.91	0.02	0.78	0.57	0.75	1.25	0.28	0.002	0.083	16.16	1.08	0.005	9.8	4.32	0.05	0.29	0.04	0
0.13	11.54	0.27	4.59	0.12	5.85	0.64	0.06	0.27	0.42	0.008	0.062	5.33	1.57	0.009	14.74	7.76	0.06	0.03	0.09	0
2.68	6.13	0.66	3.51	0.03	5.66	0.65	1.06	1.18	0.56	0.56	0.115	16.94	1.89	0.003	2.03	7.56	0.01	0.41	0.06	0
0.76	5.77	0.03	1.21	0.001	5.33	0.57	0.58	0.62	0	0	0.006	9.58	1.25	0.003	36.9	7.5	0.02	0.09	0.03	1
2.51	13.19	0.49	2.04	0	7.32	0.24	0.38	0.61	0.2	0.001	0.03	2.34	1.42	0.009	5.91	3.6	0	0.37	0.04	0
0.01	0.67	0.03	1.42	0.06	0.07	0.07	0.01	0.33	0.22	0	0.061	2.07	1	0.01	11.38	4.79	0.01	0.05	0.02	0
0.08	9.05	0.02	0.95	0.1	0.01	0.08	1.36	0.31	0.84	0.84	0.1	15.27	0.03	0.004	2.32	0.16	0.03	0.02	0.06	0
0.06	26.93	0.42	1.24	0.12	5.23	0.18	1.93	0.78	0.55	0.55	0.17	18.94	1.71	0.003	16.45	4.82	0.04	0.15	0.01	0
0.18	10.29	0.02	0.92	0.005	4.05	0.87	0.19	1.18	0.71	0.71	0.162	6.82	1.35	0.001	24.25	0.62	0.07	0.06	0.03	1
0.01	25.95	0.1	0.07	0.08	0.61	0.07	1.4	0.07	0.74	0.74	0.145	15.12	1.17	0.003	0.07	0.26	0.08	0.01	0.06	0
0.07	9.8	0.32	2.32	0.08	3.52	0.69	0.32	0.66	0.3	0.006	0.123	2.61	1.74	0.002	43.03	0.66	0.04	0.05	0.03	1
4.61	11.52	0.01	2.35	0.001	3.33	0.42	0.83	1.09	0.14	0.005	0.151	15.19	1.3	0.006	25.23	1.68	0.07	0.17	0.01	1
0.02	3.95	0.07	0.61	0.03	0.33	0.04	0.03	0.83	0	0.8	0.194	8.16	0.43	0.006	1.75	0.72	0.1	0.04	0.05	0
0.64	13.62	0.38	1.5	0.06	6.75	0.17	0.57	1.33	0	1	0.065	17.28	1.64	0.004	48.49	5.45	0.08	0.48	0.08	0
0.02	22.01	0.08	0.47	0.07	0.06	0.03	1.26	0.59	0.75	0.75	0.011	3.76	1.28	0.01	3.87	0.88	0.02	0.01	0.06	0
0	3.62	0.09	0.17	0.04	0.29	0.03	0.75	0.44	0	0.68	0.157	16.44	0.32	0.002	4.27	0.72	0.04	0.06	0.04	0
0.06	4.89	0.07	0.16	0.09	0.36	0.09	1.05	0.15	0.24	0.004	0.154	12.44	1.33	0.006	5.44	0.02	0.06	0.09	0.01	0
0.09	10.69	0.07	0.24	0.08	0.21	0.09	0.06	0.88	0	0.001	0.032	3.23	0.14	0.003	5.75	5.57	0.06	0.01	0.07	0
3.13	27.2	1.03	0.93	0.08	1.8	0.88	0.76	1.33	0.37	0.003	0.077	17.53	2.04	0.007	32.57	5.13	0.05	0.2	0.06	0
0.08	8.72	0.06	0.82	0.08	0	0.06	0.07	0.64	0	0.007	0.089	17.91	0.52	0.006	0.08	1.22	0.04	0.01	0.06	0
0.04	0.34	0.01	0.71	0.01	0.3	0.03	0.01	0.57	0	0.005	0.065	15.53	0.29	0.008	3.72	3.58	0.03	0.1	0.03	0
1.44	3.07	0.03	2.83	0.008	3.49	0.13	1.22	0.46	0.37	0.004	0.105	8.84	1.11	0.005	48.1	5.64	0.09	0.15	0.08	1
0.12	20.25	0.04	0.57	0.005	7.81	0.02	0.72	1.45	0.19	0.006	0.11	17.2	1.47	0.008	35.13	6.93	0.02	0.11	0.08	0
0.1	0.11	0.04	0.82	0.07	0.01	0.08	0.02	0.79	0	0.008	0.198	8.05	0.7	0.002	6.12	0.25	0.08	0.03	0	0
2.99	11.76	0.64	2.71	0.01	2.36	0.57	1.81	0.38	0	0.006	0.083	7.72	1.67	0.007	12.99	6.11	0.05	0.24	0	0
2.41	13.57	0.56	3.2	0.06	4.49	0.6	0.88	0.28	0.15	0.005	0.097	7.86	1.47	0.004	51.65	6.35	0.03	0.29	0.08	0
0.04	7.4	0	0.3	0.02	0.34	0.03	0.02	1.39	0	0.001	0.02	10.63	0.64	0.003	5.92	5.38	0.08	0.07	0.07	0
1.55	0.03	0.01	1.19	0.006	0.21	0.85	0.58	0.34	0.53	0.53	0.183	4.25	1.21	0.007	25.24	6.53	0.07	0.27	0.05	1
1.77	10.45	0.04	2.06	0.007	6.12	0.65	1.05	0.96	0.32	0.008	0.049	1.61	1.7	0.001	10.44	1.86	0.01	0.07	0.05	1
3.12	13.81	0.55	4.29	0.1	6.72	0.87	1.57	0.13	0.59	0.59	0.001	10.58	2.01	0.009	22.99	0.78	0.06	0.48	0.07	0
0.1	1.07	0.1	0.89	0.05	0.24	0.02	0.06	1.47	0	0.9	0.097	2.42	0.54	0.003	2.58	1.65	0.01	0.04	0.01	0
0.85	10.38	0.05	0.17	0.006	7.52	0.89	0.52	0.32	0.31	0.002	0.11	3.55	1.79	0	6.24	4.15	0.01	0.1	0.02	1
0.01	3.58	0.03	2.35	0.005	7.82	0.26	0.49	1.38	0.31	0.009	0.115	18.27	1.9	0.005	42.34	1.9	0.08	0.05	0.08	0
0.09	28.72	0.07	1.13	0.03	0.37	0.03	1.76	0.33	0.17	0	0.126	4.57	1.6	0.008	7.24	2.47	0.05	0.06	0.08	0
0.07	0.33	0.05	2.06	0.09	0.05	0.1	0.01	0.91	0	0.78	0.174	7.09	0.86	0.005	0.73	1.37	0.07	0.09	0.06	0
0.09	22.29	0.24	1.8	0.06	3.41	0.19	0.09	0.47	0.67	0.67	0.042	1.08	1.87	0.008	10.59	2.28	0.1	0.35	0.08	0
0.13	9.34	0.04	1.39	0.004	7.59	0.19	1.22	1.06	0.27	0.008	0.103	3.7	1.42	0.007	20.28	4.35	0.01	0.41	0.07	0
0.18	6.31	0.05	2.91	0.006	5.66	0.01	0.98	0.33	0.49	0.007	0.062	4.91	1.18	0.004	43.27	0.06	0.03	0.36	0.03	0
0.01	23.37	0.95	3.27	0.09	7.87	0.04	0.09	0.12	0.52	0.52	0.121	11.04	1.15	0.002	2.73	5.97	0.08	0.2	0.01	0
0.02	1.95	0.07	0.92	0.01	0.11	0.04	1.22	0.33	0	0	0.151	2.46	2.05	0	7.82	1.46	0.1	0.1	0.02	0
2.29	5.42	0.18	0.91	0.09	4.27	0.54	0.04	0.6	0	0.009	0.016	2.55	1.43	0.002	52.27	7.42	0.05	0.1	0.08	0
0.09	0.11	0.06	0.22	0.04	0.05	0.03	0.31	1.3	0.37	0.001	0.154	15.68	0.28	0.007	2.5	2.65	0.09	0.1	0.04	0
0.04	25.94	0.05	0.71	0.03	0.02	0.05	0.91	0.42	0.44	0.006	0.107	13.24	1.19	0.009	0.49	0.69	0.04	0.04	0	0
3.01	23.5	0.86	3.88	0.09	6.53	0.9	0.8	0.63	0	0.007	0.112	10.82	1.45	0.001	21.28	2.24	0.03	0.3	0.05	0
0.04	26.21	0.02	0.02	0.02	0.02	0.07	1.14	0.92	0.02	0.006	0.019	14.48	0.68	0.009	6.8	0.29	0.07	0.1	0.04	0
0.21	8.11	0.04	3.49	0.005	3.17	0.49	1.49	0.58	0.8	0.8	0.121	1.88	1.81	0.001	16.74	7.01	0.08	0.11	0.07	1
0.09	24.02	0.09	1.53	0.04	0.02	0.01	0.68	0.01	0.95	0.95	0.006	0.9	0.27	0.01	4.97	4.51	0.04	0.06	0.08	0
0.05	12.27	0.08	2.66	0.09	0.05	0.09	0.02	0.51	0.02	0.008	0.187	1.07	0.97	0.01	0.44	6.41	0.08	0.01	0	0
0.09	15.72	0.02	3.28	0.001	3.16	0.07	0.67	0.08	0.61	0.61	0.123	3.28	1.72	0	5.54	0.32	0.03	0.06	0.01	1
0.07	26.26	0.01	0.18	0.004	2.14	0.08	1.81	0.92	0.7	0.7	0.018	0.35	1.7	0.008	2.59	4.98	0.03	0.3	0.01	0
0.01	8.33	0.04	1.67	0.07	0.64	0.07	0.27	1.42	0.8	0.8	0.107	14.67	0.18	0.002	2.3	2.55	0.08	0.06	0.04	0
0.11	12.97	0.08	1.16	0.1	6.28	0.83	0.07	0.25	0.54	0.54	0.023	8.96	1.54	0.008	49.56	2.6	0.03	0.4	0.09	0
0.05	11.65	0.02	0.99	0	0.44	0.08	0.01	1.19	0	0	0.032	16.12	1.35	0.005	7.98	5.57	0.09	0.07	0.06	0
0.09	4.26	0.01	0.23	0.06	0.22	0.09	0.03	1.14	0.77	0	0.174	9.33	1.4	0.006	3.57	0.22	0.04	0.1	0.09	0
2.89	14.74	0.88	2.39	0.03	5.25	0.18	0.69	1.06	0.89	0.89	0.061	1.67	1.5	0	52.92	5.22	0.01	0.21	0.06	0
0.09	28.48	0.02	1.27	0.02	0.03	0.01	1.8	0.55	0.26	0.006	0.097	15.55	0.96	0.004	4.5	0.06	0.08	0.02	0.07	0
0.01	8.28	0.07	3.15	0.05	7.54	0.3	1.71	0.03	0.6	0.6	0.193	11.32	1.57	0.003	49.19	1.75	0.01	0.04	0.04	0
0.1	0.96	0	0.26	0.03	0.06	0.07	0.93	1.44	0	0	0.199	13.04	1.57	0.01	1.89	1.06	0.03	0.01	0.05	0
0.83	22.1	0.82	2.46	0.07	4.93	0.15	1.33	0.63	0.74	0.74	0.132	11.99	2.68	0.009	57.54	6.68	0.1	0.11	0.05	0
0.01	19.2	0.06	1.22	0.07	0.33	0.01	0	1.27	0.23	0	0.176	14.84	1.16	0	0.88	6	0.07	0.09	0.04	0
1.56	22.25	0.01	3.52	0.007	6.37	0.54	0.81	1.25	0.15	0.002	0.156	7.85	1.41	0.007	45.65	2.19	0.09	0.37	0.04	0
2.25	6.71	0.01	1.66	0.009	1.82	0.14	1.63	0.26	0	0	0.142	2.11	1.47	0.006	10.56	1.2	0	0.45	0	1
0.1	0.21	0.08	0.52	0	0.02	0	1.78	1.27	0.15	0.002	0.163	18.18	1.12	0.006	0.33	1.41	0.1	0.08	0.04	0
0.08	17.42	0.03	0.44	0.07	0.07	0.01	0.35	1.43	0.71	0.71	0.061	18.47	1.2	0.004	11.62	1.44	0.05	0.01	0.03	0
3.81	23.79	0.82	3.99	0.02	1.19	0.11	1.04	1.06	0.5	0.5	0.038	16.14	1.37	0.005	33.04	5.52	0.06	0.42	0.09	0
0.16	6.48	0.96	3.54	0.09	2.19	0.53	1.05	1.26	0.03	0.003	0.079	9.57	1.8	0.004	15.24	1.67	0.01	0.12	0.09	0
0.01	10.68	0.06	0.14	0.05	0.5	0.08	1.13	0.24	0.59	0.59	0.051	5.48	1.35	0.004	6.7	0.65	0	0.02	0.08	0
0.09	16.84	0.09	0.65	0.09	0.05	0.03	0.12	0.48	0.93	0.93	0.142	0.49	1.76	0.009	1.26	2.84	0.05	0.05	0.04	0
0.29	24	0.03	2.45	0.006	2.16	0.1	1.76	0.74	0.32	0.002	0.048	11.35	1.96	0.004	0.48	0.1	0.07	0.09	0.01	1
3.65	8.52	0.07	1.3	0.02	1.55	0.19	1.76	0.21	0.98	0.98	0.01	3.36	1.87	0.002	22.86	1.54	0.09	0.16	0.01	0
0.03	20.49	0.09	2.4	0.03	0.09	0	1.29	0.13	0	0.008	0.169	10.11	1.42	0.006	1.73	0.49	0.08	0.09	0.01	0
0.03	12.37	0.04	2	0.1	0.17	0.03	0.51	1.49	0.24	0.003	0.02	3.74	1.6	0.008	0.33	1.33	0.04	0.09	0.07	0
0.09	26.63	0.21	0.65	0.04	1.14	0.9	0.07	0.26	0.55	0.55	0.001	2.13	1.28	0.008	17.79	1.34	0.03	0.19	0.05	0
0.03	18.48	0.03	2.17	0.007	5.21	0.73	0.8	1.28	0.93	0.93	0.184	10.89	1.46	0.003	42.94	5.85	0.09	0.49	0.09	0
1.44	24.6	0.01	3.73	0.006	2.79	0.02	1.17	1.09	0.46	0.008	0.089	13.08	1.52	0.004	50.43	1.22	0.03	0.03	0.08	0
0.09	17.84	0.01	0.04	0.1	0.04	0.04	1.58	0.96	0.31	0.009	0.057	7.61	1.59	0.006	1.82	0.38	0.07	0.1	0.07	0
0.07	3.45	0.06	1.52	0.02	0.09	0.03	0.09	1.47	0.14	0	0.065	18.83	1.59	0.009	2.71	0.89	0.04	0.02	0.06	0
0.29	5.43	0.04	2.34	0.002	4.13	0.7	1.51	0.89	0.55	0.55	0.164	8.49	1.49	0.001	37.15	0.25	0.08	0.01	0.09	0
2.25	11.64	0.01	3.73	0.009	5.67	0.64	0.4	0.27	0	0	0.062	4.46	1.26	0.009	26.12	7.76	0.06	0.03	0.09	1
4.38	28.94	0.35	2.06	0.1	3.43	0.87	0.95	0.43	0.94	0.94	0.07	3.87	1.39	0.003	57.08	4.67	0.07	0.27	0.06	0
0.1	24.97	0.05	0.83	0.08	0.19	0.05	0.71	0.91	0	0.66	0.182	15.37	0.78	0.006	0.02	0.51	0.08	0.05	0.05	0
0.1	15.46	0.03	0.54	0.007	3.99	0.19	0.28	1.16	0.85	0.85	0.005	10.61	1.2	0.005	33.56	1.46	0.09	0.23	0.08	0
0.06	9.64	0.09	2.36	0.07	0.05	0.01	1.53	1.17	0.43	0.007	0.091	14.04	1	0.009	11.97	0.07	0.03	0.04	0.04	0
0.39	12.69	0.05	3.75	0.006	7.44	0.65	1.78	0.01	0.75	0.75	0.153	4.86	1.99	0.004	25.23	2.86	0.01	0.23	0.07	1
2.34	15.95	0.4	1.25	0.08	5.38	0.19	1.64	0.61	0	0	0.038	12.19	1.55	0.006	18.77	4.33	0.02	0.28	0.08	0
0.02	17.48	0.03	2.27	0.05	0.04	0.07	1.38	1.48	0.67	0.67	0.08	18.92	1.78	0.002	2.3	0.79	0.07	0.08	0.08	0
0.11	2.47	0.99	3.8	0.01	7.01	0.32	0.13	0.3	0.2	0.003	0.05	17.38	1.85	0.005	57.97	1.94	0.01	0.41	0	0
0.08	13.96	0.001	3.72	0.001	5.17	0.37	1.64	1.39	0.3	0.005	0.156	15.69	1.22	0.003	16.85	0.67	0.03	0.21	0.06	0
0.04	28.23	0.04	0.29	0.008	0.63	0.36	0.06	1.03	0.44	0.007	0.142	1.69	1.52	0.002	3.23	1.15	0.09	0.42	0.02	0
0.07	19.21	0.02	3.52	0.01	0.09	0.06	0.79	0.32	0	0.64	0.044	0.41	0.26	0.001	0.03	2.3	0.08	0.02	0.05	0
4.76	23.31	0.41	1.88	0.11	6.84	0.43	1.83	1.03	0	0	0.137	10.85	1.75	0.002	44.05	1.08	0.06	0.27	0.02	0
